County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Sullivan County, New Hampshire",3.34,1.94,1.38,1.15,2.11
"Guadalupe County, New Mexico",3.3,3.84,6.67,5.9,7.98
"Millard County, Utah",3.3,2.91,2.53,0.82,0
"Essex County, Massachusetts",3.29,2.82,2.03,1.33,1.49
"Sioux County, North Dakota",3.28,2.36,5.24,7.34,4.23
"Chenango County, New York",3.28,3.1,2.55,1.85,1.92
"Plymouth County, Massachusetts",3.28,2.68,2.3,1.75,1.34
"Columbia County, New York",3.27,2.11,1.35,1.92,1.74
"Pershing County, Nevada",3.26,5.27,5.74,11.37,7.51
"Dubuque County, Iowa",3.26,5.99,3.12,2.74,2.62
"Burke County, North Dakota",3.23,7.01,5.04,11.06,5.65
"Clinton County, New York",3.22,2.94,2.94,2.73,1.58
"Esmeralda County, Nevada",3.16,2.94,36.35,16,0
"Warren County, New Jersey",3.13,3.5,3.97,3.1,3.22
"North Slope Borough, Alaska",3.1,4.8,4.17,7.61,7.26
"Middlesex County, Massachusetts",3.1,2.75,1.92,1.25,1.06
"San Juan County, Utah",3.09,3.63,2.12,5.93,4.87
"Woodson County, Kansas",3.05,17.35,19.24,17.57,9.35
"Fremont County, Idaho",3.05,4.12,4.03,4.55,3.4
"Irion County, Texas",3.04,26.45,40.43,38.31,35.43
"Bent County, Colorado",3.03,4.39,6.32,6.95,8.17
"Wichita County, Kansas",3.02,11.64,11.26,7.69,8.35
"Orleans County, Vermont",3.02,3.02,3.19,1.8,1.42
"Marin County, California",2.99,3.56,2.23,2.53,2.94
"Monmouth County, New Jersey",2.98,2.54,1.64,1.57,1.45
"Adams County, Wisconsin",2.96,4.02,5.37,6.64,4.76
"Dundy County, Nebraska",2.84,2.19,9.51,10.84,10.38
"Hodgeman County, Kansas",2.84,9.13,9.3,6.89,4.94
"Corson County, South Dakota",2.79,3.68,11.17,8.84,6.83
"Otoe County, Nebraska",2.76,6.26,6.16,2.47,3
"Kusilvak Census Area, Alaska",2.75,,,,
"Taos County, New Mexico",2.73,6.19,5.06,6.54,4.25
"Ocean County, New Jersey",2.69,2.52,1.76,1.73,1.95
"Carbon County, Pennsylvania",2.66,2.98,1,2.99,2.67
"Franklin County, Massachusetts",2.66,2.91,2.3,1.98,1.87
"White Pine County, Nevada",2.64,1.95,4.75,5.09,4.67
"Ulster County, New York",2.63,2.25,1.58,1.3,1.53
"Hunterdon County, New Jersey",2.62,3.29,3.35,2.4,3.05
"Barnstable County, Massachusetts",2.61,2.49,1.48,1.17,1.03
"Elk County, Pennsylvania",2.59,2.83,2.74,3.53,2.27
"Litchfield County, Connecticut",2.59,2.36,2.04,1.46,1.5
"Jackson County, Iowa",2.58,1.86,0.63,0.83,0.92
"Bingham County, Idaho",2.56,1.66,2.1,3.01,2.89
"Salt Lake County, Utah",2.49,2.68,2.06,2.18,1.51
"Iron County, Utah",2.46,3,1.46,2.06,1.55
"Putnam County, Illinois",2.45,1.12,0.61,,12.51
"Allamakee County, Iowa",2.39,3.59,3.84,1.85,2.91
"Menominee County, Wisconsin",2.35,3.36,3.35,0.46,1.04
"Sussex County, New Jersey",2.33,2.93,2.35,2.65,2.8
"Carroll County, New Hampshire",2.28,2.6,1.33,1.66,3
"Gooding County, Idaho",2.27,4.25,6.85,8.67,10.91
"San Juan County, Colorado",2.27,4.86,3.23,1.74,7.08
"Powder River County, Montana",2.18,4.19,8.93,2.49,6.71
"Emery County, Utah",2.17,3.67,0.97,0.39,0.44
"Bethel Census Area, Alaska",2.16,2.94,2.07,1.88,2.13
"Mono County, California",2.11,2.78,3.83,6.19,3.21
"Benson County, North Dakota",2.03,4.52,6.88,9.34,5.94
"Florence County, Wisconsin",2,17.27,7.67,6.12,6.78
"Norfolk County, Massachusetts",1.99,1.7,1.45,1.43,0.89
"Sevier County, Utah",1.96,2.59,2.16,2.52,2.57
"Davis County, Utah",1.94,2.59,2.39,2.37,1.78
"Washington County, Utah",1.93,1.81,1.33,1,0.97
"Sullivan County, New York",1.8,1.8,1.28,1.5,1.66
"Essex County, Vermont",1.69,,,,
"Franklin County, Idaho",1.65,1.17,,,0.26
"Box Elder County, Utah",1.63,1.61,1.23,2.5,1.78
"Schuyler County, New York",1.6,1.79,3.85,3.07,0.35
"Nantucket County, Massachusetts",1.54,1.55,,,2.46
"Orange County, Vermont",1.54,1.51,2.6,4,2.03
"Tooele County, Utah",1.53,2.15,1.3,1.92,2.2
"Winneshiek County, Iowa",1.44,2.37,1.75,0.67,1.2
"Lake County, Colorado",1.39,5.05,5.66,7.13,7.79
"Cache County, Utah",1.3,1.42,0.95,0.93,0.97
"Skagway Municipality, Alaska",1.21,0.21,,,
"Dukes County, Massachusetts",1.19,1.87,2.26,1.13,0.06
"Oneida County, Idaho",1.18,1.05,1.28,,
"Franklin County, Vermont",1.13,1.83,1.14,1.61,0.51
"Jefferson County, Idaho",1.13,0.81,0.8,1.49,0
"Beaver County, Utah",1.05,0.42,0.83,1.34,0.82
"Logan County, North Dakota",1.01,9.05,14.25,15.1,16.23
"Jim Hogg County, Texas",1.01,6.15,6.93,8.2,6.71
"Summit County, Utah",0.9,2.07,3.16,,0.24
"Hampshire County, Massachusetts",0.82,1.98,1,0.73,0.49
"Stanley County, South Dakota",0.81,1.69,,,
"Putnam County, New York",0.79,1.21,1.97,1.33,1.07
"Teton County, Idaho",0.77,0.29,1.62,,11.32
"Caribou County, Idaho",0.75,0.86,3.63,2.33,1.85
"Madison County, Idaho",0.74,0.43,0.14,0.18,0
"Sanpete County, Utah",0.72,0.77,0.44,0.68,0
"Morgan County, Utah",0.72,,,,
"Garfield County, Utah",0.71,0.48,0.38,2.44,0
"Bristol County, Rhode Island",0.69,0.4,1.28,1.29,0.76
"Costilla County, Colorado",0.57,,0.74,,
"Wasatch County, Utah",0.45,0.64,0.24,,
"Utah County, Utah",0.38,0.52,0.64,0.65,0.74
"Storey County, Nevada",0.27,0.72,,2.26,0
"Keweenaw County, Michigan",0,0,,,
"Yellowstone National Park, Montana",,,,11.54,40.36
"Valdez-Cordova Census Area, Alaska",,16.22,5.54,5.19,29.5
"Oliver County, North Dakota",,,13.85,15.58,14.91
"Petroleum County, Montana",,,9.74,12.91,12.98
"Skagway-Yakutat-Angoon, Alaska",,,,6.86,11.82
"Prince of Wales-Outer Ketchikan, Alaska",,,7.83,5.27,9.73
"Wrangell-Petersburg, Alaska",,,16.05,6.92,8.89
"Alpine County, California",,4.26,,4.04,6.38
"Logan County, Nebraska",,,,27.68,5.7
"Shannon County, South Dakota",,5.61,2.7,6.43,3.41
"Wade Hampton Census Area, Alaska",,9.57,6.5,1.47,2.19
"Clear Creek County, Colorado",,1.24,0.65,1.01,0.92
"Wayne County, Utah",,0.36,0.8,0.96,0
"Bear Lake County, Idaho",,1.25,0.37,0.66,0
"Buffalo County, South Dakota",,,,9.44,0
"Arthur County, Nebraska",,,0,3.9,0
"Piute County, Utah",,,,2.19,
"Loving County, Texas",,7.32,,,
"Gilpin County, Colorado",,,,,
"Bedford city, Virginia",,42.41,28.77,,
"Skagway-Hoonah-Angoon, Alaska",,,12.54,,
"Kenedy County, Texas",,,12.08,,
"Clifton Forge, Virginia",,,3.92,,
